Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)   (SDR)
2017 191  8760  -1836969.428   6065616.903   -716257.926     -0.051   2.268   0.287   2.555  14.355
2017 191  8790  -1836969.428   6065616.903   -716257.926      0.407   2.268   0.288   2.555  14.354
2017 191  8820  -1836969.428   6065616.903   -716257.926      0.209   2.268   0.288   2.556  14.353
2017 191  8850  -1836969.428   6065616.903   -716257.926      0.356   2.268   0.288   2.556  14.351
2017 191  8880  -1836969.427   6065616.903   -716257.926      0.548   2.268   0.288   2.556  14.351
2017 191  8910  -1836969.427   6065616.903   -716257.925      0.478   2.268   0.288   2.556  14.350
2017 191  8940  -1836969.427   6065616.903   -716257.925      0.275   2.268   0.289   2.556  14.349
2017 191  8970  -1836969.427   6065616.903   -716257.925      0.185   2.268   0.289   2.557  14.349
2017 191  9000  -1836969.428   6065616.903   -716257.925     -0.101   2.268   0.289   2.557  14.348
2017 191  9030  -1836969.428   6065616.903   -716257.925     -0.103   2.268   0.290   2.557  14.348
2017 191  9060  -1836969.428   6065616.903   -716257.925      0.022   2.268   0.290   2.557  14.348
2017 191  9090  -1836969.427   6065616.903   -716257.925      0.142   2.268   0.290   2.558  14.349
2017 191  9120  -1836969.428   6065616.903   -716257.925      0.215   2.268   0.290   2.558  14.349
2017 191  9150  -1836969.427   6065616.903   -716257.925      0.411   2.268   0.291   2.558  14.348
2017 191  9180  -1836969.427   6065616.903   -716257.925      0.285   2.268   0.291   2.559  14.348
2017 191  9210  -1836969.427   6065616.903   -716257.925      0.243   2.268   0.291   2.559  14.349
2017 191  9240  -1836969.428   6065616.903   -716257.925      0.432   2.268   0.291   2.559  14.350
2017 191  9270  -1836969.428   6065616.903   -716257.925      0.535   2.268   0.291   2.559  14.351
2017 191  9300  -1836969.428   6065616.902   -716257.925      0.487   2.268   0.292   2.559  14.352
2017 191  9330  -1836969.427   6065616.903   -716257.925      0.226   2.268   0.292   2.560  14.353
2017 191  9360  -1836969.427   6065616.903   -716257.926      0.232   2.268   0.292   2.560  14.353
2017 191  9390  -1836969.428   6065616.903   -716257.926      0.262   2.268   0.292   2.560  14.353
2017 191  9420  -1836969.428   6065616.903   -716257.926      0.120   2.268   0.293   2.560  14.353
2017 191  9450  -1836969.428   6065616.902   -716257.926      0.148   2.268   0.293   2.561  14.353
2017 191  9480  -1836969.428   6065616.902   -716257.926      0.295   2.268   0.294   2.561  14.354
2017 191  9510  -1836969.428   6065616.902   -716257.926     -0.165   2.268   0.294   2.562  14.353
2017 191  9540  -1836969.428   6065616.902   -716257.926      0.254   2.268   0.294   2.562  14.352
2017 191  9570  -1836969.428   6065616.902   -716257.926      0.309   2.268   0.295   2.562  14.351
2017 191  9600  -1836969.428   6065616.902   -716257.926      0.696   2.268   0.295   2.563  14.350
2017 191  9630  -1836969.428   6065616.902   -716257.926      0.503   2.268   0.295   2.563  14.350
2017 191  9660  -1836969.428   6065616.902   -716257.926      0.465   2.268   0.296   2.564  14.349
2017 191  9690  -1836969.428   6065616.901   -716257.926      0.875   2.268   0.296   2.564  14.349
2017 191  9720  -1836969.428   6065616.901   -716257.926      0.768   2.268   0.297   2.565  14.349
2017 191  9750  -1836969.428   6065616.901   -716257.926      0.431   2.268   0.297   2.565  14.348
2017 191  9780  -1836969.428   6065616.901   -716257.926      0.655   2.268   0.298   2.565  14.347
2017 191  9810  -1836969.428   6065616.901   -716257.926      0.736   2.268   0.298   2.566  14.346
2017 191  9840  -1836969.428   6065616.901   -716257.926      0.738   2.268   0.298   2.566  14.346
2017 191  9870  -1836969.428   6065616.901   -716257.926      0.385   2.268   0.299   2.567  14.345
2017 191  9900  -1836969.429   6065616.901   -716257.926      0.380   2.268   0.299   2.567  14.345
2017 191  9930  -1836969.429   6065616.900   -716257.926      0.242   2.268   0.300   2.567  14.345
2017 191  9960  -1836969.429   6065616.900   -716257.926      0.395   2.268   0.300   2.568  14.344
2017 191  9990  -1836969.429   6065616.900   -716257.926      0.070   2.268   0.301   2.568  14.344
2017 191 10020  -1836969.429   6065616.900   -716257.926      0.141   2.268   0.301   2.569  14.343
2017 191 10050  -1836969.429   6065616.899   -716257.926     -0.046   2.268   0.301   2.569  14.341
2017 191 10080  -1836969.429   6065616.899   -716257.926     -0.197   2.268   0.302   2.569  14.341
2017 191 10110  -1836969.429   6065616.899   -716257.926      0.125   2.268   0.302   2.570  14.341
2017 191 10140  -1836969.429   6065616.899   -716257.926      0.364   2.268   0.302   2.570  14.340
2017 191 10170  -1836969.429   6065616.898   -716257.926      0.576   2.268   0.303   2.570  14.340
2017 191 10200  -1836969.430   6065616.898   -716257.926      0.430   2.268   0.303   2.571  14.340
2017 191 10230  -1836969.430   6065616.898   -716257.926      0.273   2.268   0.303   2.571  14.341
2017 191 10260  -1836969.430   6065616.898   -716257.926     -0.016   2.268   0.304   2.572  14.341
2017 191 10290  -1836969.430   6065616.897   -716257.926     -0.118   2.268   0.304   2.572  14.341
2017 191 10320  -1836969.430   6065616.897   -716257.926      0.022   2.268   0.304   2.572  14.342
2017 191 10350  -1836969.430   6065616.897   -716257.926     -0.222   2.268   0.305   2.572  14.343
2017 191 10380  -1836969.430   6065616.897   -716257.926      0.118   2.268   0.305   2.573  14.343
2017 191 10410  -1836969.430   6065616.897   -716257.926      0.132   2.268   0.305   2.573  14.342
2017 191 10440  -1836969.431   6065616.897   -716257.926      0.474   2.268   0.305   2.573  14.342
2017 191 10470  -1836969.431   6065616.896   -716257.926      0.744   2.268   0.305   2.573  14.341
2017 191 10500  -1836969.431   6065616.896   -716257.926      0.263   2.268   0.306   2.573  14.341
2017 191 10530  -1836969.431   6065616.896   -716257.926     -0.050   2.268   0.306   2.574  14.342
2017 191 10560  -1836969.431   6065616.896   -716257.926      0.375   2.268   0.306   2.574  14.341
2017 191 10590  -1836969.432   6065616.896   -716257.926      0.133   2.268   0.307   2.575  14.341
2017 191 10620  -1836969.432   6065616.895   -716257.926      0.289   2.268   0.307   2.575  14.339
2017 191 10650  -1836969.432   6065616.895   -716257.926      0.450   2.268   0.308   2.575  14.337
2017 191 10680  -1836969.432   6065616.895   -716257.926      0.451   2.268   0.308   2.576  14.337
2017 191 10710  -1836969.432   6065616.895   -716257.926      0.552   2.268   0.308   2.576  14.336
2017 191 10740  -1836969.432   6065616.894   -716257.926      0.366   2.268   0.309   2.576  14.335
2017 191 10770  -1836969.432   6065616.894   -716257.926      0.199   2.268   0.309   2.577  14.335
2017 191 10800  -1836969.432   6065616.894   -716257.926      0.533   2.268   0.309   2.577  14.335
2017 191 10830  -1836969.432   6065616.894   -716257.926      0.155   2.268   0.309   2.577  14.334
2017 191 10860  -1836969.433   6065616.894   -716257.926      0.452   2.268   0.309   2.577  14.334
2017 191 10890  -1836969.433   6065616.894   -716257.926      0.935   2.268   0.309   2.576  14.334
2017 191 10920  -1836969.433   6065616.894   -716257.926      0.639   2.268   0.309   2.576  14.332
2017 191 10950  -1836969.433   6065616.894   -716257.926      0.270   2.268   0.309   2.576  14.332
2017 191 10980  -1836969.433   6065616.894   -716257.926      0.117   2.268   0.309   2.576  14.331
2017 191 11010  -1836969.433   6065616.894   -716257.926      0.172   2.268   0.309   2.576  14.330
2017 191 11040  -1836969.433   6065616.894   -716257.926      0.778   2.268   0.309   2.576  14.329
2017 191 11070  -1836969.434   6065616.894   -716257.926      0.532   2.268   0.309   2.576  14.329
2017 191 11100  -1836969.434   6065616.894   -716257.926      0.333   2.268   0.309   2.576  14.328
2017 191 11130  -1836969.434   6065616.894   -716257.926      0.444   2.268   0.309   2.576  14.328
2017 191 11160  -1836969.434   6065616.894   -716257.926      0.209   2.268   0.309   2.576  14.327
2017 191 11190  -1836969.434   6065616.894   -716257.926      0.481   2.268   0.309   2.576  14.326
2017 191 11220  -1836969.434   6065616.894   -716257.926      0.058   2.268   0.309   2.576  14.325
2017 191 11250  -1836969.434   6065616.894   -716257.926      0.185   2.268   0.309   2.576  14.324
2017 191 11280  -1836969.434   6065616.894   -716257.926      0.454   2.268   0.309   2.576  14.324
2017 191 11310  -1836969.434   6065616.894   -716257.926      0.098   2.268   0.309   2.576  14.323
2017 191 11340  -1836969.435   6065616.894   -716257.926      0.071   2.268   0.309   2.576  14.322
2017 191 11370  -1836969.435   6065616.894   -716257.926      0.046   2.268   0.309   2.576  14.321
2017 191 11400  -1836969.435   6065616.894   -716257.926      0.493   2.268   0.309   2.576  14.321
2017 191 11430  -1836969.435   6065616.894   -716257.926      0.482   2.268   0.309   2.577  14.319
2017 191 11460  -1836969.435   6065616.894   -716257.926     -1.004   2.268   0.309   2.577  14.319
2017 191 11490  -1836969.435   6065616.894   -716257.925     -0.752   2.268   0.309   2.577  14.319
2017 191 11520  -1836969.435   6065616.893   -716257.925     -0.717   2.268   0.310   2.577  14.318
2017 191 11550  -1836969.435   6065616.893   -716257.925     -0.457   2.268   0.310   2.578  14.318
2017 191 11580  -1836969.435   6065616.893   -716257.925     -0.007   2.268   0.310   2.578  14.317
2017 191 11610  -1836969.435   6065616.893   -716257.925      0.096   2.268   0.310   2.578  14.316
2017 191 11640  -1836969.435   6065616.893   -716257.925     -0.126   2.268   0.311   2.578  14.315
2017 191 11670  -1836969.435   6065616.893   -716257.925     -1.269   2.268   0.311   2.579  14.314
2017 191 11700  -1836969.435   6065616.892   -716257.925     -1.356   2.268   0.311   2.579  14.312
2017 191 11730  -1836969.435   6065616.892   -716257.925     -1.014   2.268   0.311   2.579  14.311
2017 191 11760  -1836969.435   6065616.892   -716257.925     -1.046   2.268   0.312   2.579  14.310
2017 191 11790  -1836969.435   6065616.892   -716257.925     -1.447   2.268   0.312   2.579  14.309
2017 191 11820  -1836969.435   6065616.892   -716257.925     -1.322   2.268   0.312   2.580  14.308
2017 191 11850  -1836969.436   6065616.892   -716257.925     -1.241   2.268   0.312   2.580  14.307
2017 191 11880  -1836969.436   6065616.892   -716257.925     -1.364   2.268   0.312   2.580  14.306
2017 191 11910  -1836969.436   6065616.892   -716257.925     -1.324   2.268   0.313   2.580  14.306
2017 191 11940  -1836969.436   6065616.892   -716257.925     -1.144   2.268   0.313   2.580  14.306
2017 191 11970  -1836969.436   6065616.892   -716257.925     -0.705   2.268   0.313   2.581  14.305
2017 191 12000  -1836969.436   6065616.892   -716257.925     -0.841   2.268   0.313   2.581  14.304
2017 191 12030  -1836969.436   6065616.891   -716257.925     -0.950   2.268   0.313   2.581  14.303
2017 191 12060  -1836969.436   6065616.891   -716257.925     -0.546   2.268   0.313   2.581  14.303
2017 191 12090  -1836969.436   6065616.891   -716257.925     -0.334   2.268   0.313   2.581  14.301
2017 191 12120  -1836969.436   6065616.891   -716257.925     -0.484   2.268   0.313   2.581  14.300
2017 191 12150  -1836969.436   6065616.891   -716257.925     -0.635   2.268   0.313   2.581  14.298
2017 191 12180  -1836969.436   6065616.891   -716257.925     -0.742   2.268   0.313   2.581  14.296
2017 191 12210  -1836969.436   6065616.891   -716257.925     -1.264   2.268   0.313   2.581  14.295
2017 191 12240  -1836969.436   6065616.891   -716257.925     -1.105   2.268   0.313   2.581  14.294
2017 191 12270  -1836969.436   6065616.891   -716257.925     -0.974   2.268   0.313   2.581  14.293
2017 191 12300  -1836969.436   6065616.891   -716257.925     -0.930   2.268   0.313   2.581  14.291
2017 191 12330  -1836969.436   6065616.891   -716257.924     -0.680   2.268   0.313   2.581  14.290
2017 191 12360  -1836969.436   6065616.891   -716257.924     -0.767   2.268   0.313   2.581  14.290
2017 191 12390  -1836969.436   6065616.891   -716257.924     -0.766   2.268   0.313   2.581  14.288
2017 191 12420  -1836969.436   6065616.891   -716257.924     -0.778   2.268   0.313   2.581  14.289
2017 191 12450  -1836969.436   6065616.890   -716257.924     -0.640   2.268   0.314   2.581  14.289
2017 191 12480  -1836969.436   6065616.890   -716257.924     -0.656   2.268   0.314   2.582  14.288
2017 191 12510  -1836969.435   6065616.890   -716257.924     -1.071   2.268   0.314   2.582  14.288
2017 191 12540  -1836969.435   6065616.890   -716257.924     -2.517   2.268   0.314   2.582  14.288
2017 191 12570  -1836969.435   6065616.890   -716257.924     -2.141   2.268   0.315   2.582  14.286
2017 191 12600  -1836969.435   6065616.890   -716257.924     -2.287   2.268   0.315   2.583  14.285
2017 191 12630  -1836969.435   6065616.889   -716257.924     -2.368   2.268   0.315   2.583  14.285
2017 191 12660  -1836969.434   6065616.889   -716257.924     -2.063   2.268   0.315   2.583  14.283
2017 191 12690  -1836969.434   6065616.889   -716257.924     -1.731   2.268   0.316   2.583  14.280
2017 191 12720  -1836969.434   6065616.889   -716257.924     -1.879   2.268   0.316   2.583  14.278
2017 191 12750  -1836969.434   6065616.888   -716257.924     -2.106   2.268   0.316   2.583  14.277
2017 191 12780  -1836969.434   6065616.888   -716257.924     -2.303   2.268   0.316   2.584  14.275
2017 191 12810  -1836969.434   6065616.888   -716257.923     -2.375   2.268   0.316   2.584  14.274
2017 191 12840  -1836969.433   6065616.888   -716257.923     -2.986   2.268   0.316   2.584  14.273
2017 191 12870  -1836969.433   6065616.888   -716257.923     -2.756   2.268   0.316   2.584  14.272
2017 191 12900  -1836969.433   6065616.888   -716257.923     -2.851   2.268   0.316   2.584  14.271
2017 191 12930  -1836969.433   6065616.887   -716257.923     -2.662   2.268   0.317   2.585  14.270
2017 191 12960  -1836969.433   6065616.887   -716257.923     -2.024   2.268   0.317   2.585  14.269
2017 191 12990  -1836969.432   6065616.887   -716257.923     -2.006   2.268   0.317   2.585  14.269
2017 191 13020  -1836969.432   6065616.887   -716257.923     -1.745   2.268   0.317   2.585  14.270
2017 191 13050  -1836969.432   6065616.886   -716257.923     -2.163   2.268   0.318   2.585  14.270
2017 191 13080  -1836969.432   6065616.886   -716257.923     -2.229   2.268   0.318   2.586  14.270
2017 191 13110  -1836969.432   6065616.886   -716257.923     -2.250   2.268   0.318   2.586  14.270
2017 191 13140  -1836969.431   6065616.886   -716257.923     -2.210   2.268   0.318   2.586  14.270
2017 191 13170  -1836969.431   6065616.886   -716257.923     -2.253   2.268   0.318   2.586  14.269
2017 191 13200  -1836969.431   6065616.886   -716257.923     -2.456   2.268   0.318   2.586  14.268
2017 191 13230  -1836969.431   6065616.886   -716257.922     -2.637   2.268   0.318   2.586  14.267
2017 191 13260  -1836969.431   6065616.886   -716257.922     -2.817   2.268   0.318   2.586  14.265
2017 191 13290  -1836969.431   6065616.885   -716257.922     -3.090   2.268   0.318   2.585  14.263
2017 191 13320  -1836969.431   6065616.885   -716257.922     -3.387   2.268   0.317   2.585  14.262
